term,#messages,#instances
"https://t.co/qnjpzagkbr",1,1
"https://t.co/oybdwtnexd",1,1
"pi:https:/…",1,1
"https://t.co/noimoi2e2k",1,1
"https://t.co/m4pogihoen",1,1
"next?#data17",1,1
"https://t.co/kpyuapo64v",1,1
"minute",1,1
"https://t.co/j9djuxsyn6",1,1
"https://t.co/hpc8aahwsn",1,1
"leaner",1,1
"https://t.co/gb9ozq8ii0#data17",1,1
"https://t.co/estnjd2ttf",1,1
"increadible",1,1
"https://t.co/dhxybaqh3x",1,1
"https://t.co/zmjbkhwdes",1,1
"https://t.co/c2ugymutps",1,1
"https://t.co/y7s95avnyc",1,1
"https://t.co/aies1ijkht",1,1
"https://t.co/wpllyzmeqt",1,1
"https://t.co/7xe7vp9tlp",1,1
"https://t.co/4jl0v1x7j0",1,1
"https://t.co/sgqlj3gdfx",1,1
"rainbow",1,2
"https://t.co/qqu4gmmqk2",1,1
"https://t.co/p1lggbwmif",1,1
"pics...busy",1,1
"https://t.co/nq3vlu38et",1,1
"outstanding",1,1
"https://t.co/m9rmbfys5u",1,1
"mississippi",1,1
"https://t.co/jclwkkbver",1,1
"https://t.co/hrpx6ohudq",1,1
"https://t.co/gecky7tyor",1,1
"jeudi",1,1
"https://t.co/ewjhi7m7bp#data_science",1,1
"industries",1,1
"https://t.co/dmagqg0gvp",1,1
"https://t.co/znywbkrnjx",1,1
"https://t.co/c6qxagunlv",1,1
"https://t.co/akmohwy6px",1,1
"https://t.co/81go5calja",1,1
"https://t.co/vflhkgklsa",1,1
"https://t.co/4rm9xwcmme",1,1
"https://t.co/u1eul2utnr",1,1
"reset",1,1
"https://t.co/sko3g29s0o",1,1
"randy",1,1
"https://t.co/qug2iwkjf5",1,1
"pro…",1,1
"pittsburgh",1,1
"https://t.co/nrtpwbfyab",1,1
"https://t.co/mbblgouvx9#data_science",1,1
"https://t.co/kuoymuuiu6",1,1
"https://t.co/jfwsi4ogzl",1,1
"makes…",1,1
"joe...’!!thanks",1,1
"https://t.co/exv3cgf24fduteur",1,1
"https://t.co/dpjpef5vxg",1,1
"https://t.co/zqt2axezun",1,1
"https://t.co/casavqqzfi",1,1
"https://t.co/yf1fbnpbpt",1,1
"https://t.co/apbz2gn9vf",1,1
"https://t.co/wumfzlwccr",1,1
"https://t.co/8c73yp801t",1,1
"https://t.co/viba4tw8rh",1,1
"savages#data17",1,1
"https://t.co/u3xftkqtyk",1,1
"https://t.co/sndmellpvd",1,1
"rating",1,1
"https://t.co/pa6iqh0p5c",1,1
"https://t.co/mdbunoxqwa",1,1
"nostrum",1,1
"https://t.co/ky…",1,1
"https://t.co/jj6565nvgo",1,1
"lenzy",1,1
"https://t.co/ghxgrtupih",1,1
"https://t.co/f2hhhswpwl",1,1
"infraction",1,1
"https://t.co/dt8oxnump0",1,1
"https://t.co/zthh7jcnwy",1,1
"https://t.co/cceq3veedr#datascience",1,1
"https://t.co/yhnipextuq",1,1
"https://t.co/wwxd0dptdv",1,1
"https://t.co/8ernqcrmck",1,1
"https://t.co/vkudcodnkz",1,1
"https://t.co/52zftaw1sw",1,1
"restaurant",1,1
"https://t.co/sr1far1pko",1,1
"https://t.co/r0krquf24u",1,1
"https://t.co/pcxmehwkea",1,1
"platformhttps://t.co/wqtda5fzua@…",1,1
"https://t.co/nydmvltcgm",1,1
"page.https://t.co/nqmgzifon3",1,1
"https://t.co/mhkzevdshx",1,1
"notification…",1,1
"https://t.co/kzfc4vtjsv.begins",1,1
"https://t.co/jktvt1bv85",1,1
"mantra",1,1
"https://t.co/i1smxs6ubl",1,1
"leveraged",1,1
"https://t.co/gklpv4nobt",1,1
"https://t.co/f3lojvfk57",1,1
"https://t.co/dvfkbgtiay",1,1
"https://t.co/zxcyyq6emc",1,1
"https://t.co/cfftaf5xeajapan",1,1
"https://t.co/ykp4ofus60",1,1
"https://t.co/awthl2jxns",1,1
"https://t.co/8ivy3tkr0v",1,1
"https://t.co/vnhj9sq13s",1,1
"https://t.co/5cuxrlk616",1,1
"https://t.co/ubjacetulm",1,1
"retrivablity",1,1
"https://t.co/sssfomot3j",1,1
"https://t.co/r4kgngelxd",1,1
"https://t.co/pedzfy8uju",1,1
"palette",1,1
"https://t.co/mnbwssojsd",1,1
"https://t.co/jniptecvfu",1,1
"https://t.co/i5vvftsb8h",1,1
"https://t.co/gmr7hjxga1",1,1
"justification",1,1
"https://t.co/f9om9fy8vq",1,1
"https://t.co/dye2o9hdij",1,1
"https://t.co/zztyekal7c",1,1
"https://t.co/cirxsenqj4",1,1
"https://t.co/ymjvmrek8x#data",1,1
"https://t.co/azeo8qvtdd",1,1
"https://t.co/x0gbfv9y6c",1,1
"https://t.co/8q3z4n8hs4#data",1,1
"https://t.co/vq…",1,1
"scientific",1,1
"https://t.co/5kpkipnxgn",1,1
"https://t.co/ucepukif0r",1,1
"reveals",1,1
"https://t.co/swuegzjyzp",1,1
"rebeccajmarsha",1,1
"https://t.co/ramnjxjz4x",1,1
"https://t.co/o843hzl19f",1,1
"https://t.co/mov92gpxla",1,1
"https://t.co/l6wxp7lzxp",1,1
"more…",1,1
"https://t.co/jpxjxedvqk",1,1
"https://t.co/ia9a2wr01p",1,1
"likes",1,1
"https://t.co/gogs2m2voz",1,1
"kastrup",1,1
"https://t.co/fe72wguft4",1,1
"insta",1,1
"https://t.co/clh…",1,1
"https://t.co/yopdlo9yi4",1,1
"https://t.co/x60dnijnfy",1,1
"https://t.co/8t8zjov5fb",1,1
"https://t.co/vsyfj853jj",1,1
"https://t.co/5s9m7r4r5l",1,1
"https://t.co/udqljt6c2s",1,1
"rich",1,1
"https://t.co/syt3trda9k",1,1
"https://t.co/rc7gskj1mh",1,1
"https://t.co/pjrwznyolz",1,1
"pointers",1,1
"https://t.co/ob7tzqwd4x#data_science",1,1
"https://t.co/mtmib39nxp",1,1
"https://t.co/lb57ryylye",1,1
"https://t.co/jsbt0tjkrp",1,1
"master,congrats",1,1
"https://t.co/ibvdfonnef https://t.co/p28iv29han",1,1
"https://t.co/gscl9k1tag",1,1
"kerauda14",1,1
"https://t.co/ffbbjpxpuq",1,1
"inte…",1,1
"https://t.co/e8qsyexatf",1,1
"https://t.co/yqvp3rohvo",1,1
"https://t.co/b99zuqoqmg",1,1
"https://t.co/xcua7zelcq",1,1
"https://t.co/8zqhkq0qgp",1,1
"https://t.co/vv5pahypkc",1,1
"https://t.co/5x0wv7yvwl#data_science",1,1
"https://t.co/uhk5t8xays",1,1
"ringing",1,1
"https://t.co/t2mcm8fc9l",1,1
"reconfirm",1,1
"https://t.co/rei7gygajp",1,1
"provided",1,1
"policing",1,1
"https://t.co/od3bbhupgx",1,1
"https://t.co/mwnb44oezq#data17",1,1
"oddly",1,1
"https://t.co/lf3hcezxag",1,1
"mateo",1,1
"https://t.co/if8vqv8gem",1,1
"listen",1,1
"https://t.co/gviqoootfc",1,1
"intentional",1,1
"https://t.co/e9wyp9ufjz",1,1
"https://t.co/cscivgjzjp",1,1
"https://t.co/yufisrlolj",1,1
"https://t.co/bbfismsxp1",1,1
"https://t.co/xgj3xqbf5w",1,1
"https://t.co/9bxuhfhnug",1,1
"https://t.co/vwbkwlpyzs",1,1
"seating",1,1
"https://t.co/6av4rjqzqe",1,1
"https://t.co/ulj7ujxjdr",1,1
"roaring",1,1
"red-eye",1,1
"https://t.co/rhoticlckc",1,1
"psychology",1,1
"https://t.co/pot7bsoxny",1,1
"https://t.co/ofdkpujs4g",1,1
"https://t.co/mzknpstjlr",1,1
"muse",1,1
"https://t.co/ihu27fs3m8",1,1
"https://t.co/gxctf6pgrf",1,1
"https://t.co/fkoi0sa9ck",1,1
"intersect",1,1
"https://t.co/cupiwfo5ye",1,1
"https://t.co/beftlxeqzu",1,1
"https://t.co/9hpxkqufdb",1,1
"https://t.co/vxzvww9hwf",1,1
"secure",1,1
"https://t.co/6i6ykxeyyl",1,1
"rockin",1,1
"https://t.co/tazuxezcdl",1,1
"https://t.co/pr42jkuc8a",1,1
"portugal",1,1
"paused",1,1
"https://t.co/n2ssgd7aiu",1,1
"oldest",1,1
"https://t.co/llu169yppk",1,1
"https://t.co/fon2pjebmk",1,1
"introduce",1,1
"https://t.co/ecwu73nbw4",1,1
"https://t.co/cxyfxqcn2o",1,1
"https://t.co/yznn7sjyxv",1,1
"https://t.co/bhxrwg7odi",1,1
"https://t.co/xk8w5ilerp https://t.co/konmneif3g",1,1
"https://t.co/w11loz19qm#data_science",1,1
"https://t.co/6mcmgsqtpb",1,1
"https://t.co/usqolecpka",1,1
"https://t.co/teqjhghr3o",1,1
"regression",1,1
"https://t.co/ok5pkvhu5v",1,1
"peak",1,1
"https://t.co/n7rpljfzea",1,1
"one…",1,1
"https://t.co/lpdxjjo96u",1,1
"n\'attend",1,1
"https://t.co/k4sssjsf8k",1,1
"meetup.#tableau…",1,1
"https://t.co/imszwohfmq",1,1
"logistic",1,1
"https://t.co/h5cdsaonfy",1,1
"https://t.co/frvqd5lzlk",1,1
"https://t.co/efypphdbil",1,1
"ignited",1,1
"https://t.co/czjtf1ioat",1,1
"https://t.co/z7amkihhnm",1,1
"https://t.co/bkwwun4dnf",1,1
"https://t.co/9xpkkiuxtc",1,1
"https://t.co/w7btue2dyt",1,1
"https://t.co/uweag4mkni",1,1
"https://t.co/3ilu4pk2zb",1,1
"https://t.co/tiaasunb7x",1,1
"reinforcing",1,1
"https://t.co/q2jsjirwfd",1,1
"powers",1,1
"https://t.co/on14xhtrdw",1,1
"pentest",1,1
"https://t.co/nb0uvdgc6e",1,1
"https://t.co/lqi48ikaei",1,1
"https://t.co/ka1awyu7n5",1,1
"https://t.co/iqtyksih89",1,1
"https://t.co/hb65xoivwk",1,1
"https://t.co/ftxk6ezykt",1,1
"iowa",1,1
"https://t.co/ehizikosti",1,1
"https://t.co/d1pbbfvcid",1,1
"https://t.co/zawquave3l",1,1
"https://t.co/bolyk9csej",1,1
"https://t.co/xp78ntdf4b",1,1
"https://t.co/a2rfgjso0u#data",1,1
"https://t.co/wcgbd7etmo",1,1
"https://t.co/71kehwdp9m",1,1
"https://t.co/uygxy1itv0",1,1
"rooms",1,1
"https://t.co/3npa6prcrf",1,1
"https://t.co/tm82ajh65e",1,1
"relative",1,1
"https://t.co/rubsxvamay",1,1
"python/r)https://t.co/hsp4qt6wxk",1,1
"https://t.co/q7b84nixe3",1,1
"https://t.co/oo3fs0pfvp",1,1
"permitting",1,1
"opens",1,1
"https://t.co/kfcpkgxvzp",1,1
"mesmerizing",1,1
"https://t.co/itlzud9daj",1,1
"https://t.co/hct0eintg4",1,1
"is!https://t.co/9gplnda7vs#robertdelong",1,1
"impacting",1,1
"https://t.co/d8e6inchw0",1,1
"https://t.co/bqdujpjggz",1,1
"https://t.co/xtp2aroa1i",1,1
"https://t.co/a6ux8p3ybh",1,1
"https://t.co/v0vyynlnpd",1,1
"https://t.co/3tuqkmhvj0",1,1
"https://t.co/toadvbchii",1,1
"remake",1,1
"https://t.co/rxnghsfnlc",1,1
"qualified",1,1
"https://t.co/qc2yu28gtf#data_science",1,1
"preface",1,1
"pete!😇",1,1
"https://t.co/nhzb7vvcnx",1,1
"https://t.co/lv4bczifqz",1,1
"https://t.co/kikrom3q8c",1,1
"mi/day",1,1
"https://t.co/ivaeq3uacf",1,1
"ladozalita",1,1
"https://t.co/emo3ij7rqb",1,1
"https://t.co/dbgjql4xbz",1,1
"https://t.co/zhkeuel60j",1,1
"https://t.co/a9uzhifd47",1,1
"https://t.co/wgzjotdau6…",1,1
"https://t.co/7g7p3rpdtx…",1,1
"https://t.co/v4qgbsn6ur",1,1
"https://t.co/45f2sgi8kv",1,1
"https://t.co/s1cyesctkq",1,1
"query",1,1
"https://t.co/njkyi8hr52",1,1
"https://t.co/lxlxsfpbbg",1,1
"migas",1,1
"https://t.co/ixzdkhqc6y",1,1
"lt;https://t.co/g…",1,1
"https://t.co/g0vd12zmjj#datascience",1,1
"itunes",1,1
"https://t.co/eosfnmfuis",1,1
"https://t.co/ddjgne3r3a",1,1
"https://t.co/ziemctgk7f",1,1
"https://t.co/xyrruogzjl",1,1
"https://t.co/adv0glfkvy",1,1
"https://t.co/wklsoycxyl",1,1
"https://t.co/7ltlpninxl",1,1
"https://t.co/v91znyunbx",1,1
"https://t.co/4bcjsjymx1",1,1
"replace",1,2
"https://t.co/s8ymr1wnfd",1,1
"https://t.co/qljejfhhnb",1,1
"https://t.co/ouybfohqno",1,1
"https://t.co/nn3mgmw469",1,1
"https://t.co/lzluknpcqb",1,1
"newbie",1,1
"https://t.co/klr4d772ww#data",1,1
"https://t.co/j4hoq5csfn",1,1
"https://t.co/g6jjwsjw8e",1,1
"jaja",1,1
"https://t.co/eqpbcv3tpb",1,1
"include…",1,1
"https://t.co/dfgimecgjm",1,1
"https://t.co/zkpathe1yb",1,1
"https://t.co/bz33ezy9iq",1,1
"https://t.co/y2fb8hfiwt",1,1
"#yourdata…",1,1
"fanboy",1,1
"#piesintooltips…",1,1
"entrance",1,1
"#iot",1,1
"#diversity",1,1
"dumb",1,1
"designing",1,1
"#245",1,1
"cutting",1,1
"@rarora90",1,1
"worse",1,1
"@markrwhitaker",1,1
"captechers",1,1
"bonnet",1,1
"ustedes",1,1
"@ellegoesviral",1,1
"tracker",1,1
"@cmcau",1,1
"https://t.co/1df8mw1llr#data",1,1
"@aleinchains",1,1
"ビッグデータもすぐに扱えるbiツール「qlikview」と「tableau」を比較！#ビッグデータ#qlikview#tableauhttps://t.co/dbqnyfvcw",1,1
"soul",1,1
"+pan",1,1
"freaking",1,1
"shhhhh",1,1
"fascina…",1,1
"#postblogs",1,1
"equal",1,1
"🌮@acotgreave",1,1
"#durbanstorm",1,1
"#97#sweepstakes",1,1
"@tdhers",1,1
"@mattburgner1",1,1
"cares",1,1
"way.#phillytug",1,1
"@jetblue",1,1
"@esbenbm",1,1
"train",1,1
"@coreyhermanson",1,1
"append",1,1
"https://t.co/1gxuuzgtgn",1,1
"tendencies",1,1
"agradecer",1,1
"‘extensions",1,1
"grace",1,1
"1:45pm",1,1
"#tc16",1,1
"🙂🗣👉top",1,1
"#accountmanager",1,1
"daddy",1,1
"clowning",1,1
"@meraryvazquez",1,1
"we’re…",1,1
"banking",1,1
"transportation",1,1
"approving",1,1
"@analytics_shane",1,1
"speak/",1,1
"10,000",1,1
"shortlist",1,1
"#tc18.…",1,1
"#keynotespeaker",1,1
"😉#data17",1,1
"devotionals",1,1
"#aiguille",1,1
"@rroyston",1,1
"yard",1,1
"@microsoft…",1,1
"category",1,1
"@joemako",1,1
"boyf",1,1
"venue",1,1
"@ferdiaohanrahan",1,1
"trellis",1,1
"https://t.co/1ttcij6phc",1,1
"@aniladityasai…",1,1
"aiming",1,1
"hipster",1,1
"sudden",1,1
"specifically",1,1
"100x",1,1
"#letsdothis",1,1
"#data17.the",1,1
"die.”",1,1
"#alltheviz",1,1
"data-bustered",1,1
"convinced",1,1
"year!#data17",1,1
"tricks",1,1
"https://t.co/1wrjz6xr1j",1,1
"@apple",1,1
"hit…",1,1
"summarising",1,1
"“data",1,1
"ground",1,1
"11pm",1,1
"futures",1,1
"#resistance",1,1
"#loveyoufuture",1,1
"eager",1,1
"😊looking",1,1
"coordinator",1,1
"collaborative",1,1
"weight",1,1
"@jschumi",1,1
"@datactrsystems",1,1
"alight",1,1
"sunset",1,1
"spirited",1,1
"significant",1,1
"#roi",1,1
"#making”",1,1
"#fintech",1,1
"disadvantage",1,1
"#animation",1,1
"datanightout",1,1
"@tweetgrady",1,1
"correction",1,1
"@scribblr_42…",1,1
"colours",1,1
"@mspowerbi",1,1
"@k8ot327",1,1
"brings",1,1
"virginia@actbrilliant.com",1,1
"begin/end",1,1
"trusty",1,1
"@datakitchen_io",1,1
"things.…",1,1
"@aws",1,1
"honorary",1,1
"suppose",1,1
"guided",1,1
"#turkeysex",1,1
"#marketingautomation",1,1
"eclipse",1,1
"discussing",1,1
"#artsforchange",1,1
"coug",1,1
"comfortable",1,1
"younger",1,1
"chamopnship",1,1
"whith",1,1
"turkey",1,1
"@datapeople",1,1
"assistance",1,1
"https://t.co/2mrzbfhfmo",1,1
"surpris…",1,1
"stadium",1,1
"200-125",1,1
"gathered",1,1
"#scala",1,1
"#measure",1,1
"educational…",1,1
"#fuzz…",1,1
"#datagovernance",1,1
"disregard",1,1
"#backtoschool",1,1
"dazed",1,1
"counting",1,1
"@shawnwallwork",1,1
"@neiltyson",1,1
"whys.”",1,1
"viz-in-tool",1,1
"bescond…",1,1
"attempts",1,1
"threat",1,1
"amazon☞",1,1
"hours☞",1,1
"survivors",1,1
"abstinence",1,1
"2017…",1,1
"geeked",1,1
"#value",1,1
"firebase",1,1
"expense",1,1
"#mindblown",1,1
"#berlin",1,1
"deals",1,1
"community!…",1,1
"chariot",1,1
"@kj_mcguire",1,1
"bummer",1,1
"@graphemeconsult",1,1
"twinsies",1,1
"@datavizlinds",1,1
"hrs☞",1,1
"swinging",1,1
"239.will",1,1
"geeky🤓",1,1
"fixture",1,1
"#socialmediamarketing",1,1
"#moversandshakers",1,1
"#goinggreen",1,1
"#dataops",1,1
"decision-making",1,1
"craft",1,1
"@slalom…",1,1
"comparis…",1,1
"@hemanthgangaram",1,1
"https://t.co/39dodt5mwo",1,1
"accurate",1,1
"gently",1,1
"flink",1,1
"#grateful",1,1
"💃🏻🎷🎺",1,1
"#bois",1,1
"deets",1,1
"@vizraider",1,1
"@softbank",1,1
"@onecampaign",1,1
"@larimcedward",1,1
"bustin",1,1
"@honeywell",1,1
"birthd…",1,1
"unbelievable",1,1
"@delloitteba",1,1
"automation☞",1,1
"title",1,1
"@bridgetjancarz",1,1
"anand",1,1
"https://t.co/0974nqkmou",1,1
"tableau+alteryx",1,1
"getveera",1,1
"flying",1,1
"#newdelhi",1,1
"#guillenviz",1,1
"dovetails",1,1
"#bretagne",1,1
"delano",1,1
"complicated",1,1
"chick-fil",1,1
"w/@tableau",1,1
"unexpectedhttps://t.co/qpvl7n8jvo",1,1
"today😂",1,1
"https://t.co/0ft45eysv5",1,1
"tagging",1,1
"hassle",1,1
"stick",1,1
"sneakers",1,1
"follow…",1,1
"sequined",1,1
"#struggleis…",1,1
"extroversion",1,1
"encouraged",1,1
"drawers",1,1
"deliveries",1,1
"@wizardofviz",1,1
"cronk",1,1
"concentration",1,1
"@patstrickler",1,1
"chip",1,1
"wookie",1,1
"cake",1,1
"blasters",1,1
"united",1,1
"@does_data",1,1
"@carlagomes_92",1,1
"https://t.co/0lypds6anr",1,1
"addition",1,1
"footprinthttps://t.co/qg6rj5rdek",1,1
"#téléphone",1,1
"#odoohttps://t.co/s4xchrpif9",1,1
"endless",1,1
"#humblebrag",1,1
"🇨🇦thanksgiving",1,1
"#datawarehouse",1,1
"drink",1,1
"crowned",1,1
"conf…",1,1
"@periscopic",1,1
"chrome",1,1
"wordy",1,1
"@luxorlv",1,1
"@innovateschools",1,1
"blicker…",1,1
"unpacking",1,1
"@drawwithdata",1,1
"toolkit",1,1
"@cgerman_maestro",1,1
"another.”",1,1
"https://t.co/0qhv2kez79",1,1
"taller",1,1
"@abmakulec",1,1
"story☞",1,1
"goa…",1,1
"#wheresteknion",1,1
"settled",1,1
"#tableau17donates…",1,1
"dropbox",1,1
"depends",1,1
"@phowell93",1,1
"citizens",1,1
"workflow",1,1
"can!…",1,1
"@ivebenvizzing",1,1
"@drulee777",1,1
"topping",1,1
"antici#data17",1,1
"https://t.co/0trx9jozec",1,1
"tc17!#tc17",1,1
"golf",1,1
"#petsofa…",1,1
"#infonomics",1,1
"#conference",1,1
"derrière",1,1
"@tableaujedi…",1,1
"@pushmetrics",1,1
"classes",1,1
"worksheet",1,1
"was....”",1,1
"upvote",1,1
"✅ann",1,1
"@aish22011988",1,1
"afar",1,1
"sooooooooo",1,1
"https://t.co/4g6sfxpqi9",1,1
"https://t.co/twcanhobaq",1,1
"https://t.co/sbaxxep19s",1,1
"https://t.co/qnhetjhmda",1,1
"pressure",1,1
"https://t.co/oxaf96wweu",1,1
"https://t.co/noaezdafup#data_science",1,1
"orlean…",1,1
"https://t.co/m4lnut49se",1,1
"nex…",1,1
"minus",1,1
"https://t.co/j8f6wou9qy",1,1
"https://t.co/gal05nwhww#data",1,1
"jealous",1,1
"https://t.co/es9kkrzocy",1,1
"incomplete",1,1
"https://t.co/dhv5pa1unj",1,1
"https://t.co/zmiefqxxcs",1,1
"https://t.co/ahxnywzlla",1,1
"https://t.co/wog5ypai2l",1,1
"https://t.co/7x07tqmqz1",1,1
"https://t.co/vdd5bhvwod",1,1
"https://t.co/sgkgplnahu",1,1
"https://t.co/qqgvv5ok1m",1,1
"priceless",1,1
"https://t.co/p0yu3lxtx8",1,1
"https://t.co/npzgfaznrl",1,1
"outsource",1,1
"https://t.co/m7mmsuwuvd#data",1,1
"nisa",1,1
"https://t.co/ks0nternyi",1,1
"https://t.co/jcdlevmqkt",1,1
"https://t.co/hrdsfuqpvz",1,1
"https://t.co/ge5a3kg0ix",1,1
"jetlag",1,1
"https://t.co/evlzr6scvv",1,1
"individual",1,1
"https://t.co/dm6ji0wjzz",1,1
"https://t.co/znwcptzbru",1,1
"https://t.co/c6dsnadq0h",1,1
"https://t.co/yayebr6m4y",1,1
"https://t.co/ajweti5m2b",1,1
"https://t.co/wrdnegbvhr",1,1
"https://t.co/80dxepre…",1,1
"https://t.co/vfdjhljaei",1,1
"https://t.co/4pzx1b23uc",1,1
"https://t.co/u1cbitgzeg",1,1
"https://t.co/skiqbdptna",1,1
"randomly",1,1
"prizes",1,1
"https://t.co/nrtggseugk",1,1
"overview",1,1
"https://t.co/mb9yjg0cjw",1,1
"noise",1,1
"https://t.co/kudryric4e",1,1
"https://t.co/jfovji0bae",1,1
"https://t.co/hvx6jo1mui",1,1
"https://t.co/gfokrskjhc#data17",1,1
"https://t.co/exv3cgf24f",1,1
"https://t.co/dnuyha4t03",1,1
"https://t.co/zqogoojye7",1,1
"https://t.co/cajdwefzil",1,1
"https://t.co/yexhoiuisq",1,1
"https://t.co/aorasgnxb7",1,1
"https://t.co/wtxbanh2gh",1,1
"https://t.co/88vj9ckwyu",1,1
"https://t.co/vhpilv4j1q",1,1
"savages",1,1
"https://t.co/4u3ktnymlx",1,1
"https://t.co/u3tngoluu1",1,1
"https://t.co/sn3rnk2ime",1,1
"https://t.co/qwjq86irms",1,1
"https://t.co/p9pzu7ktm6",1,1
"plan…",1,1
"https://t.co/nu1rcfz93r",1,1
"https://t.co/md2tj2ipx2",1,1
"norwegian",1,1
"https://t.co/ky4cdfbq4n",1,1
"https://t.co/jilpvkclwq",1,1
"https://t.co/hzaglwn39i",1,1
"lengths",1,1
"https://t.co/ghrvszaesf",1,1
"https://t.co/f1rxoei2f6",1,1
"informative",1,1
"https://t.co/drzntyu5ok",1,1
"https://t.co/zt7lnwsy0s",1,1
"https://t.co/ccbxkczq7b",1,1
"https://t.co/yhbfpmkkxe",1,1
"https://t.co/ars3whdnwe",1,1
"https://t.co/wwrlczzr3n",1,1
"says…",1,1
"https://t.co/526ftetplx",1,1
"https://t.co/u88w2mnv9u",1,1
"restart",1,1
"https://t.co/sqzhwwunw4",1,1
"reached",1,1
"https://t.co/pcmhgxjlq9",1,1
"https://t.co/nx6wmb26dv#datascience",1,1
"page:…",1,1
"noticing",1,1
"https://t.co/kzenlfsj78",1,1
"money",1,1
"https://t.co/jkrvz2ysnr",1,1
"https://t.co/i1eo1z92d9",1,1
"leverage",1,1
"https://t.co/gk7igauqtv",1,1
"https://t.co/f3bdvuexci",1,1
"https://t.co/dv9fl9hvbd…",1,1
"https://t.co/zxcgrtzv6d",1,1
"https://t.co/ykgyrsalk2",1,1
"https://t.co/awaxenvqno",1,1
"https://t.co/8iumoklje7",1,1
"https://t.co/vngzdlcm8i#data_science",1,1
"https://t.co/5a9oahdpcx",1,1
"https://t.co/uasqyo51lp",1,1
"https://t.co/ssocoyio40",1,1
"reafy",1,1
"https://t.co/r3t92fu2ns",1,1
"https://t.co/pedlzytwgn",1,1
"https://t.co/nzhoknleuf",1,1
"pairs!…",1,1
"https://t.co/mmzyabj21d#data_science",1,1
"now☞",1,1
"https://t.co/l25csocdfe",1,1
"montana_mou",1,1
"https://t.co/jn3joq0nki",1,1
"https://t.co/i3pdnwt5sl",1,1
"libre",1,1
"https://t.co/gmkay2hq5o",1,1
"https://t.co/f8wfgns1nu",1,1
"insight…",1,1
"https://t.co/dy6whavgqq#data",1,1
"https://t.co/zzqbyvfhnp",1,1
"https://t.co/cihkbwntmy",1,1
"https://t.co/ymddalrzht",1,1
"https://t.co/wzz6lrj8qo",1,1
"https://t.co/8progrthot#data",1,1
"sciences’",1,1
"https://t.co/5hii1l5zpp",1,1
"https://t.co/uccpvgpb6a",1,1
"https://t.co/swr0hjhn1l",1,1
"https://t.co/pgvlxsb3uy",1,1
"https://t.co/o6wbatewsm",1,1
"parameters",1,1
"https://t.co/moqlh26xcz",1,1
"https://t.co/l5wbxkltjq",1,1
"more☞",1,1
"https://t.co/jpqcbx4xva",1,1
"marketer",1,1
"https://t.co/ia3iy7aky0",1,1
"lik…",1,1
"https://t.co/goan33odd0",1,1
"karen",1,1
"https://t.co/e1jqefpbhn",1,1
"hubs",1,1
"https://t.co/cldiuyatuz",1,1
"https://t.co/b2sk4hxlgc",1,1
"https://t.co/x5yvhoz56z",1,1
"https://t.co/8t8fv3b0he",1,1
"https://t.co/vsdaoztn7j",1,1
"https://t.co/5p6puugro8",1,1
"https://t.co/udp668y9ao",1,1
"rhyme",1,1
"https://t.co/syrjhqaekt",1,1
"receptio…",1,1
"protect",1,1
"https://t.co/pjdcy11ftw",1,1
"point👇",1,1
"https://t.co/oatuxececm",1,1
"https://t.co/mti0prgjvv",1,1
"https://t.co/ladripnfcw",1,1
"https://t.co/jrfctlaz6d",1,1
"lines",1,1
"https://t.co/gs0b7p65ia",1,1
"insurance",1,1
"https://t.co/e7vw2t0ehx",1,1
"https://t.co/coe6kqmwwy",1,1
"https://t.co/yqdwjqqql5",1,1
"https://t.co/xbsdmnr9im",1,1
"https://t.co/8zqblcgr04",1,1
"https://t.co/vuylg1ogvl",1,1
"sculpté",1,1
"https://t.co/uh3iwsx07s",1,1
"right…",1,1
"https://t.co/t1ymhxmdco",1,1
"https://t.co/rebiltgy05",1,1
"https://t.co/pleua6xokh#data",1,1
"https://t.co/od38v04qpv",1,1
"https://t.co/mw4skuts60",1,1
"octobre",1,1
"https://t.co/leh8iz8ci0",1,1
"movements",1,1
"https://t.co/ju90b0d8xv",1,1
"matching",1,1
"https://t.co/iexaboft1h",1,1
"list…",1,1
"https://t.co/gvbtch8whf",1,1
"https://t.co/fikzxepyv4#data",1,1
"intense",1,1
"https://t.co/e9wxpgsepe",1,1
"hygie…",1,1
"https://t.co/crz7iv7irr",1,1
"https://t.co/ytsstcmtt0",1,1
"https://t.co/bbeglzyvaw#datascience",1,1
"https://t.co/xg3fgyj6us",1,1
"https://t.co/9bq1jqbixb",1,1
"https://t.co/vw6ujrws6n@tableau@alteryx@planetbrandee@freakonomics@yvesmulkers@xlth@aselipsky@tableautiff",1,1
"seated",1,1
"https://t.co/66bg6hbr6f",1,1
"https://t.co/ul4iewpfnc",1,1
"https://t.co/t7af5sw0v0",1,1
"https://t.co/rgqi6hq7bd",1,1
"https://t.co/po75sgl2it",1,1
"poolside",1,1
"https://t.co/mzfgpybwgw",1,1
"officers",1,1
"https://t.co/jwc5fv5n2u",1,1
"https://t.co/igrb6efwte",1,1
"https://t.co/gx7tj1dkbn",1,1
"https://t.co/fklts1od5a",1,1
"https://t.co/ebmxvkhgx9",1,1
"https://t.co/ywq2qixaeo",1,1
"https://t.co/be3pdx9za1",1,1
"https://t.co/xi0ojmxyfq",1,1
"https://t.co/vxcf3fgkcv",1,1
